County,State,"Age-Adjusted Incidence Rate - cases per 100,000",Average Annual Count,Recent Trend
Baylor County, Texas,404.4,25,stable
Lake County, Colorado,319.3,25,stable
Washington County, Colorado,355.8,25,stable
Coke County, Texas,434.9,24,stable
Harper County, Oklahoma,475.4,24,stable
Hand County, South Dakota,485.4,24,stable
Schley County, Georgia,392,24,stable
Knox County, Texas,478.8,24,stable
Lincoln County, Nevada,310.4,24,falling
Dewey County, South Dakota,489.7,24,stable
Garza County, Texas,388,24,stable
Lincoln County, Idaho,438.1,24,stable
Hansford County, Texas,377.8,24,stable
Hartley County, Texas,359.2,24,stable
Gilpin County, Colorado,311.6,23,falling
Clay County, Georgia,472,23,stable
Guadalupe County, New Mexico,386.3,23,stable
Baca County, Colorado,406.5,23,stable
Chattahoochee County, Georgia,491.2,23,stable
Fisher County, Texas,368.3,23,stable
Harlan County, Nebraska,396,23,stable
Nelson County, North Dakota,381.3,23,stable
Chase County, Nebraska,402.7,23,stable
Pawnee County, Nebraska,497.3,23,stable
Kimball County, Nebraska,415,22,stable
Quitman County, Georgia,533.1,22,stable
Catron County, New Mexico,264,22,falling
Douglas County, South Dakota,540.8,22,stable
Foster County, North Dakota,460.8,22,stable
Highland County, Virginia,525.8,22,stable
La Salle County, Texas,300.8,22,stable
Hitchcock County, Nebraska,499.2,22,stable
Sutton County, Texas,457.8,22,stable
Toole County, Montana,338.1,22,falling
Hardeman County, Texas,390.5,22,stable
Granite County, Montana,369,21,stable
McIntosh County, North Dakota,461.3,21,stable
Mora County, New Mexico,305.8,21,stable
Bowman County, North Dakota,447.7,21,stable
Northwest Arctic Borough, Alaska,358.5,21,stable
Marshall County, South Dakota,309.7,20,stable
Oneida County, Idaho,363.5,20,stable
Hall County, Texas,436.9,20,stable
Menominee County, Wisconsin,414.2,20,falling
Presidio County, Texas,203.9,20,stable
Stanton County, Nebraska,272,20,falling
Donley County, Texas,417.7,20,stable
McPherson County, South Dakota,517.3,20,rising
Real County, Texas,305,20,stable
Aurora County, South Dakota,499.4,20,stable
Harmon County, Oklahoma,523.6,20,stable
Lyman County, South Dakota,429.3,20,stable
Potter County, South Dakota,506.3,20,stable
Grant County, North Dakota,439.4,19,stable
Hidalgo County, New Mexico,309.7,19,stable
Fallon County, Montana,516.9,19,stable
Jim Hogg County, Texas,320.8,19,falling
Baker County, Georgia,390,19,stable
Miner County, South Dakota,565.3,19,stable
Butte County, Idaho,477,19,rising
Costilla County, Colorado,301.7,19,falling
Mason County, Texas,270.7,19,falling
Roger Mills County, Oklahoma,383.2,19,stable
Stanley County, South Dakota,450,19,stable
Brown County, Nebraska,385.2,18,stable
Crowley County, Colorado,298.6,18,stable
Renville County, North Dakota,553.7,18,stable
Faulk County, South Dakota,488.2,18,stable
Hanson County, South Dakota,528.5,18,rising
Kidder County, North Dakota,502.1,18,stable
Lander County, Nevada,267.8,18,stable
Union County, New Mexico,305.3,18,stable
Norton City, Virginia,353.2,18,falling
Greeley County, Nebraska,452.6,18,stable
Martin County, Texas,351.7,18,stable
Boyd County, Nebraska,467.9,17,stable
Sierra County, California,326.5,17,stable
Garden County, Nebraska,505,17,rising
Storey County, Nevada,238.6,17,falling
Crane County, Texas,376.3,17,stable
Garfield County, Nebraska,509.8,17,stable
Robertson County, Kentucky,543.6,17,stable
Wade Hampton Census Area, Alaska,366.7,17,*
Echols County, Georgia,430.8,17,stable
Glascock County, Georgia,455.1,17,*
Hettinger County, North Dakota,415.1,17,stable
Keweenaw County, Michigan,379.8 #  ,17,stable
Perkins County, Nebraska,376.7,17,stable
Dunn County, North Dakota,320.4,16,falling
Meagher County, Montana,456.4,16,stable
Adams County, North Dakota,401.3,16,stable
Kinney County, Texas,275.8,16,stable
Sanborn County, South Dakota,519.7,16,stable
Worth County, Missouri,493.2,16,stable
Skagway Hoonah Angoon Census Area, Alaska,360.1,16,stable
Eddy County, North Dakota,414.1,16,stable
Cimarron County, Oklahoma,509.9,15,stable
Haakon County, South Dakota,463.2,15,falling
Jerauld County, South Dakota,438.2,15,stable
Griggs County, North Dakota,395.6,15,stable
Webster County, Georgia,377.3,15,stable
Dillingham Census Area, Alaska,356.6,15,stable
Hemphill County, Texas,345.6,15,stable
Concho County, Texas,296.8,15,stable
Dundy County, Nebraska,468.6,15,stable
Shackelford County, Texas,304.4,15,falling
Perkins County, South Dakota,340,15,stable
Gilliam County, Oregon,443,14,stable
Wheatland County, Montana,411.2,14,stable
Collingsworth County, Texas,384.2,14,stable
Menard County, Texas,355.1,14,stable
Sedgwick County, Colorado,363.6,14,stable
DeBaca County, New Mexico,440.1,14,stable
Frontier County, Nebraska,344.5,14,stable
Wheeler County, Oregon,494.1,14,stable
Aleutians West Census Area, Alaska,387.8,14,stable
Deuel County, Nebraska,422.4,14,stable
Upton County, Texas,335.1,14,stable
Hudspeth County, Texas,314.2,13,stable
Sheridan County, North Dakota,482.7,13,stable
Towner County, North Dakota,327.2,13,stable
Burke County, North Dakota,428.6,13,stable
Jackson County, South Dakota,389.1,13,stable
Oliver County, North Dakota,480.6,13,stable
Schleicher County, Texas,332.3,13,stable
Sioux County, North Dakota,420.5,13,stable
Sherman County, Oregon,433.6,13,stable
Bennett County, South Dakota,384.4,12,stable
Divide County, North Dakota,322.6,12,stable
Corson County, South Dakota,320.7,12,stable
Golden Valley County, North Dakota,472.3,12,stable
Prairie County, Montana,606.6,12,stable
Gosper County, Nebraska,387.3,12,falling
Liberty County, Montana,352.4,12,stable
Lipscomb County, Texas,298.1,12,falling
Logan County, North Dakota,387.7,12,stable
Crockett County, Texas,270.5,12,stable
Steele County, North Dakota,386,12,stable
Jeff Davis County, Texas,239.9,11,stable
Armstrong County, Texas,411.5,11,stable
Cochran County, Texas,316.7,11,stable
Taliaferro County, Georgia,370.9,11,*
Reagan County, Texas,334.1,11,stable
Dickens County, Texas,314.8,11,falling
Kiowa County, Colorado,535.3,11,stable
Wayne County, Utah,288.4,11,stable
Judith Basin County, Montana,323.3,11,stable
Daniels County, Montana,324,10,stable
Haines Borough, Alaska,329.9,10,stable
Hyde County, South Dakota,531.1,10,stable
Cheyenne County, Colorado,427.6,10,stable
Niobrara County, Wyoming,272.6,10,stable
Rock County, Nebraska,371.9,10,stable
Garfield County, Washington,255.7,10,stable
Piute County, Utah,456.1,10,stable
Throckmorton County, Texas,349.6,10,stable
Campbell County, South Dakota,431.7,10,stable
McCone County, Montana,340.7,10,stable
Sherman County, Texas,275.5,10,stable
Powder River County, Montana,326.3,9,stable
Irion County, Texas,412.8,9,stable
Edwards County, Texas,294.1,9,stable
Carter County, Montana,420.9,9,stable
Mellette County, South Dakota,403.9,9,stable
Stonewall County, Texas,395.4,9,stable
Briscoe County, Texas,333.2,9,stable
Daggett County, Utah,474.5,8,*
Foard County, Texas,481.4,8,stable
Dolores County, Colorado,289.2,8,stable
Golden Valley County, Montana,603.3,8,stable
Cottle County, Texas,324.8,8,stable
Garfield County, Montana,401.8,8,stable
Rich County, Utah,254.1,8,falling
Culberson County, Texas,252.7,7,stable
Jones County, South Dakota,522.3,7,stable
Motley County, Texas,338.5,7,stable
Logan County, Nebraska,739.4,7,*
Treasure County, Montana,535.9,7,stable
Camas County, Idaho,468.7,7,stable
Denali, Alaska,399.4,6,stable
Buffalo County, South Dakota,397.8,6,stable
Esmeralda County, Nevada,433.2,6,stable
Eureka County, Nevada,239.9,6,stable
Harding County, New Mexico,455.1,6,rising
Oldham County, Texas,259.3,6,stable
Jackson County, Colorado,288.2,6,stable
Lake and Peninsula Borough, Alaska,363.9,6,*
Sioux County, Nebraska,267.9,5,*
Thomas County, Nebraska,525.6,5,stable
Alpine County, California,319.7,5,stable
Harding County, South Dakota,331.8,5,stable
Kent County, Texas,332.1,5,stable
Wibaux County, Montana,271.5,5,stable
Issaquena County, Mississippi,276,5,*
Grant County, Nebraska,525.6,5,stable
Mineral County, Colorado,385.1,4,stable
Sully County, South Dakota,244.5,4,stable
Aleutians East Borough, Alaska,179.3,4,stable
Keya Paha County, Nebraska,282.9,4,stable
Loup County, Nebraska,358,4,stable
Sterling County, Texas,271.8,4,*
Wheeler County, Nebraska,322.3,4,stable
Bristol Bay Borough, Alaska,362.5,4,stable
Glasscock County, Texas,255.9,4,stable
Hooker County, Nebraska,322,4,stable
Petroleum County, Montana,423.2,4,*
Hinsdale County, Colorado,303.4,4,stable
McMullen County, Texas,283.6,4,*
Terrell County, Texas,288.5,4,*
Hayes County, Nebraska,290.1,3,*
Roberts County, Texas,235.9,3,*
Blaine County, Nebraska,497.4,3,stable
